
Sr.No,Round ▲▼,Institute ▲▼,Program ▲▼,Stream ▲▼,Quota ▲▼,Category ▲▼,Seat Gender ▲▼,Opening Rank ▲▼,Closing Rank ▲▼,Remark ▲▼
8673,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,238861,238861,Fresh and Upgraded Only
8674,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,191607,191607,Fresh and Upgraded Only
8675,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,359699,359699,Fresh and Upgraded Only
8676,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,B.Tech,Home State,BC(Girl),Female Seats,836742,836742,Fresh and Upgraded Only
8677,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,794426,1237425,Fresh and Upgraded Only
8678,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,673779,719125,Fresh and Upgraded Only
8679,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Mechanical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1174892,1174892,Fresh and Upgraded Only
8680,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,283144,299241,Fresh and Upgraded Only
8681,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,549232,549232,Fresh and Upgraded Only
8682,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,724694,969450,Fresh and Upgraded Only
8683,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,664925,758977,Fresh and Upgraded Only
8684,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,362935,362935,Fresh and Upgraded Only
8685,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,457223,602723,Fresh and Upgraded Only
8686,Round 4,"INDIAN INSTITUTE OF CARPET TECHNOLOGY,BHADOHI",Carpet & Textile Technology,B.Tech,All India,OPEN,Both Male and Female Seats,1037340,1037340,Fresh and Upgraded Only
8687,Round 4,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,GORAKHPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,724723,724723,Fresh and Upgraded Only
8688,Round 4,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,GORAKHPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,1320950,1368155,Fresh and Upgraded Only
8689,Round 4,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,372875,380960,Fresh and Upgraded Only
8690,Round 4,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,706449,706449,Fresh and Upgraded Only
8691,Round 4,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,481494,499535,Fresh and Upgraded Only
8692,Round 4,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1184608,1317195,Fresh and Upgraded Only
8693,Round 4,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,224818,224818,Fresh and Upgraded Only
8694,Round 4,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,486126,486126,Fresh and Upgraded Only
8695,Round 4,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,656522,656522,Fresh and Upgraded Only
8696,Round 4,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science & Engineering (Cyber Security),B.Tech,All India,OPEN,Both Male and Female Seats,531094,531094,Fresh and Upgraded Only
8697,Round 4,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science & Engineering (Cyber Security) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,316042,316042,Fresh and Upgraded Only
8698,Round 4,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,931579,931579,Fresh and Upgraded Only
8699,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,415817,467348,Fresh and Upgraded Only
8700,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,961294,1153052,Fresh and Upgraded Only
8701,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,314201,314201,Fresh and Upgraded Only
8702,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,703719,742874,Fresh and Upgraded Only
8703,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,559316,603295,Fresh and Upgraded Only
8704,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,344524,344524,Fresh and Upgraded Only
8705,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,B.Tech,All India,OPEN,Both Male and Female Seats,756683,961691,Fresh and Upgraded Only
8706,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,440042,452427,Fresh and Upgraded Only
8707,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,952014,952014,Fresh and Upgraded Only
8708,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,All India,OPEN,Both Male and Female Seats,712832,771046,Fresh and Upgraded Only
8709,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,414601,448705,Fresh and Upgraded Only
8710,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,587989,742597,Fresh and Upgraded Only
8711,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,382534,382534,Fresh and Upgraded Only
8712,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Internet Of Things),B.Tech,All India,OPEN,Both Male and Female Seats,761113,1235614,Fresh and Upgraded Only
8713,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Internet Of Things) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,455094,455094,Fresh and Upgraded Only
8714,Round 4,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,450320,450320,Fresh and Upgraded Only
8715,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,235549,247159,Fresh and Upgraded Only
8716,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,585576,585576,Fresh and Upgraded Only
8717,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,443871,450133,Fresh and Upgraded Only
8718,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,419265,459437,Fresh and Upgraded Only
8719,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,EWS(AF),Both Male and Female Seats,802779,802779,Fresh and Upgraded Only
8720,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,383463,386929,Fresh and Upgraded Only
8721,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,385450,403025,Fresh and Upgraded Only
8722,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,444146,483186,Fresh and Upgraded Only
8723,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,344920,349088,Fresh and Upgraded Only
8724,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,358876,374151,Fresh and Upgraded Only
8725,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,430795,430795,Fresh and Upgraded Only
8726,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,131997,131997,Fresh and Upgraded Only
8727,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,563052,733335,Fresh and Upgraded Only
8728,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,359920,380743,Fresh and Upgraded Only
8729,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,1016103,1375156,Fresh and Upgraded Only
8730,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,763717,803304,Fresh and Upgraded Only
8731,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,945550,1147647,Fresh and Upgraded Only
8732,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,603950,690999,Fresh and Upgraded Only
8733,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,652464,911027,Fresh and Upgraded Only
8734,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,237606,237606,Fresh and Upgraded Only
8735,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Mechanical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,492034,492034,Fresh and Upgraded Only
8736,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,All India,OPEN,Both Male and Female Seats,331554,356168,Fresh and Upgraded Only
8737,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,Home State,BC(Girl),Female Seats,639177,691542,Fresh and Upgraded Only
8738,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,Home State,BC,Both Male and Female Seats,824863,1033666,Fresh and Upgraded Only
8739,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,Home State,EWS(GL),Female Seats,737101,748654,Fresh and Upgraded Only
8740,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,683777,778774,Fresh and Upgraded Only
8741,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,1043002,1166822,Fresh and Upgraded Only
8742,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,Home State,OPEN(GIRL),Female Seats,544031,559144,Fresh and Upgraded Only
8743,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,Home State,OPEN,Both Male and Female Seats,607930,682206,Fresh and Upgraded Only
8744,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",M Tech (Integrated) Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,528761,621405,Fresh and Upgraded Only
8745,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",M Tech (Integrated) Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,705414,1300418,Fresh and Upgraded Only
8746,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,295421,302620,Fresh and Upgraded Only
8747,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC(Girl),Female Seats,584305,591880,Fresh and Upgraded Only
8748,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC,Both Male and Female Seats,534738,591795,Fresh and Upgraded Only
8749,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,EWS(GL),Female Seats,600457,600457,Fresh and Upgraded Only
8750,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,513699,546838,Fresh and Upgraded Only
8751,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,658286,757657,Fresh and Upgraded Only
8752,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(GIRL),Female Seats,450506,465112,Fresh and Upgraded Only
8753,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN,Both Male and Female Seats,469862,511039,Fresh and Upgraded Only
8754,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Business System,B.Tech,All India,OPEN,Both Male and Female Seats,390879,459710,Fresh and Upgraded Only
8755,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,All India,OPEN,Both Male and Female Seats,592592,702811,Fresh and Upgraded Only
8756,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,273759,281113,Fresh and Upgraded Only
8757,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,501898,527811,Fresh and Upgraded Only
8758,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,470473,527127,Fresh and Upgraded Only
8759,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,534911,541348,Fresh and Upgraded Only
8760,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,449199,477971,Fresh and Upgraded Only
8761,Round 4,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1083134,1181866,Fresh and Upgraded Only
8762,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,594654,717994,Fresh and Upgraded Only
8763,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,412522,430398,Fresh and Upgraded Only
8764,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,418399,446120,Fresh and Upgraded Only
8765,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,148937,148937,Fresh and Upgraded Only
8766,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,All India,OPEN,Both Male and Female Seats,337702,363561,Fresh and Upgraded Only
8767,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,Home State,BC(Girl),Female Seats,834029,989819,Fresh and Upgraded Only
8768,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,Home State,BC,Both Male and Female Seats,841555,1170759,Fresh and Upgraded Only
8769,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,800077,919749,Fresh and Upgraded Only
8770,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,869251,981154,Fresh and Upgraded Only
8771,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,Home State,OPEN(GIRL),Female Seats,617810,700411,Fresh and Upgraded Only
8772,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,Home State,OPEN,Both Male and Female Seats,618096,790102,Fresh and Upgraded Only
8773,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,246744,246744,Fresh and Upgraded Only
8774,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,334902,361569,Fresh and Upgraded Only
8775,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,BC(Girl),Female Seats,684469,723601,Fresh and Upgraded Only
8776,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,BC,Both Male and Female Seats,688414,842520,Fresh and Upgraded Only
8777,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,EWS(GL),Female Seats,629027,629027,Fresh and Upgraded Only
8778,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,635112,697660,Fresh and Upgraded Only
8779,Round 4,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,712387,786670,Fresh and Upgraded Only
